Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
32,No,Travel_Rarely,998,Research & Development,16,4,Human Resources,1,709,3,Male,45,3,5,Human Resources,2,Divorced,14626,17225,6,Y,No,12,4,4,80,1,12,1,3,12,7,0,1
54,No,Travel_Rarely,1198,Research & Development,9,3,Medical,1,710,2,Female,57,3,3,Laboratory Technician,4,Divorced,11384,25196,5,Y,No,20,3,2,80,0,36,3,3,6,2,3,1
38,No,Travel_Rarely,1289,Research & Development,13,2,Life Sciences,1,711,1,Female,39,3,3,Research Scientist,2,Married,11365,13815,8,Y,No,22,3,2,80,1,18,1,3,6,0,4,3
31,No,Travel_Rarely,1312,Research & Development,28,3,Medical,1,712,1,Male,39,2,2,Manufacturing Director,4,Married,6731,7479,8,Y,No,15,3,2,80,2,11,1,3,7,4,4,3
19,No,Travel_Rarely,177,Sales,27,4,Life Sciences,1,713,3,Male,39,3,1,Manager,4,Married,4950,2172,6,Y,No,20,3,2,80,0,2,6,3,2,2,2,1
28,No,Travel_Rarely,1046,Research & Development,19,2,Life Sciences,1,714,1,Female,57,3,2,Sales Executive,4,Single,7567,19270,3,Y,No,22,3,4,80,0,7,6,4,5,3,0,3
56,No,Travel_Rarely,787,Research & Development,20,5,Marketing,1,715,4,Male,53,2,2,Human Resources,3,Single,9954,18044,1,Y,Yes,13,3,2,80,0,35,0,2,8,6,2,5
55,No,Travel_Frequently,120,Sales,17,4,Life Sciences,1,716,4,Male,48,4,1,Human Resources,3,Single,6754,8263,3,Y,No,23,3,1,80,1,35,5,3,6,5,1,3
51,No,Travel_Rarely,665,Sales,6,2,Life Sciences,1,717,3,Male,97,1,1,Research Director,3,Single,6136,22752,3,Y,Yes,12,3,2,80,1,30,2,3,8,4,3,4
55,No,Travel_Rarely,1307,Research & Development,4,4,Medical,1,718,4,Female,85,3,2,Manager,1,Married,10629,13621,4,Y,Yes,24,3,1,80,1,36,0,3,2,2,2,2
51,No,Travel_Frequently,1345,Research & Development,1,3,Technical Degree,1,719,3,Female,96,3,2,Manufacturing Director,4,Divorced,8942,11601,1,Y,Yes,13,3,1,80,0,35,4,3,12,2,0,4
35,Yes,Travel_Rarely,926,Research & Development,18,3,Life Sciences,1,720,1,Female,71,2,2,Research Scientist,1,Married,7531,9056,5,Y,No,14,3,3,80,1,20,6,3,5,4,1,5
47,No,Travel_Rarely,1451,Sales,19,4,Life Sciences,1,721,1,Male,41,3,1,Research Director,3,Married,6255,23337,3,Y,No,12,3,3,80,2,27,5,2,9,4,2,3
32,No,Travel_Rarely,278,Research & Development,9,5,Life Sciences,1,722,1,Male,47,3,2,Sales Representative,4,Married,7774,16245,4,Y,No,24,3,3,80,0,16,0,3,3,3,3,1
44,No,Travel_Rarely,1235,Research & Development,13,2,Medical,1,723,2,Male,52,3,1,Manufacturing Director,1,Single,5255,17678,1,Y,Yes,14,3,2,80,2,24,3,3,4,4,1,3
51,No,Travel_Rarely,1182,Research & Development,8,3,Life Sciences,1,724,3,Female,35,3,2,Laboratory Technician,3,Single,8688,2260,2,Y,No,14,3,4,80,1,33,3,2,12,4,3,3
55,No,Travel_Rarely,1450,Research & Development,23,3,Medical,1,725,4,Male,82,3,2,Manager,1,Married,8965,21736,1,Y,No,16,4,1,80,0,39,3,3,7,6,2,2
50,Yes,Travel_Rarely,1004,Sales,13,3,Life Sciences,1,726,1,Male,71,4,3,Sales Executive,1,Married,12236,3352,8,Y,No,22,3,4,80,1,31,4,3,8,6,3,4
41,No,Travel_Rarely,768,Research & Development,15,3,Life Sciences,1,727,2,Male,95,3,3,Research Scientist,3,Divorced,10131,7243,3,Y,Yes,15,3,4,80,0,21,1,2,4,4,2,3
32,Yes,Travel_Frequently,290,Research & Development,11,1,Human Resources,1,728,4,Male,59,3,3,Sales Representative,4,Married,8715,11691,1,Y,Yes,17,3,2,80,0,12,6,2,12,2,2,6
47,No,Travel_Frequently,1323,Human Resources,12,4,Life Sciences,1,729,4,Female,38,3,2,Laboratory Technician,2,Divorced,7246,14565,0,Y,Yes,21,3,4,80,0,26,3,3,9,2,5,4
59,No,Travel_Rarely,1435,Research & Development,14,3,Medical,1,730,4,Female,71,1,2,Sales Executive,2,Married,8603,21390,5,Y,No,17,3,4,80,0,39,5,3,9,2,1,4
34,Yes,Travel_Frequently,807,Research & Development,4,2,Life Sciences,1,731,1,Female,63,3,1,Research Scientist,1,Married,6369,19206,1,Y,No,13,3,3,80,0,18,5,4,7,4,2,3
22,No,Travel_Rarely,1158,Research & Development,1,4,Medical,1,732,4,Male,69,3,2,Human Resources,1,Married,6832,18915,9,Y,No,19,3,3,80,1,6,6,2,5,4,1,4
46,No,Travel_Rarely,478,Research & Development,24,4,Medical,1,733,3,Female,46,4,2,Sales Representative,1,Single,9140,21204,3,Y,No,17,3,1,80,3,26,0,2,6,6,3,3
21,No,Travel_Frequently,486,Research & Development,4,3,Life Sciences,1,734,2,Female,58,4,2,Sales Representative,4,Single,7169,2166,1,Y,No,17,3,1,80,1,1,1,2,1,1,1,1
27,No,Travel_Rarely,336,Research & Development,19,3,Life Sciences,1,735,4,Male,79,3,2,Research Director,1,Single,7264,23310,5,Y,No,12,4,3,80,0,7,0,3,5,0,3,5
34,No,Travel_Rarely,715,Research & Development,9,3,Life Sciences,1,736,4,Female,78,3,4,Research Director,1,Married,12720,14523,1,Y,No,22,3,2,80,3,16,0,3,11,6,4,4
27,Yes,Travel_Rarely,382,Research & Development,10,2,Medical,1,737,3,Male,90,3,1,Human Resources,1,Married,5555,19439,7,Y,Yes,20,3,2,80,0,8,3,3,4,3,4,2
34,Yes,Travel_Rarely,100,Research & Development,4,2,Marketing,1,738,4,Female,75,3,1,Research Scientist,3,Single,5396,3254,1,Y,No,13,3,1,80,0,19,0,3,4,4,3,3
37,Yes,Travel_Frequently,563,Sales,20,4,Medical,1,739,1,Female,75,3,5,Research Director,2,Married,16639,6286,9,Y,No,13,3,3,80,1,21,6,3,5,3,2,2
41,No,Travel_Frequently,1353,Research & Development,9,1,Medical,1,740,1,Female,46,4,3,Research Director,2,Single,11336,10009,4,Y,Yes,22,3,2,80,1,23,4,4,8,4,1,7
22,No,Travel_Frequently,1066,Sales,13,1,Life Sciences,1,741,1,Male,95,2,1,Healthcare Representative,3,Divorced,3825,6007,7,Y,No,23,3,4,80,0,7,5,2,7,4,1,1
51,No,Travel_Frequently,271,Research & Development,12,1,Life Sciences,1,742,4,Male,34,3,4,Healthcare Representative,4,Divorced,13742,16992,0,Y,No,16,3,1,80,1,30,5,2,5,3,2,1
23,No,Travel_Rarely,1210,Research & Development,11,2,Life Sciences,1,743,2,Male,83,4,1,Manufacturing Director,4,Married,3818,9758,2,Y,No,14,3,1,80,0,6,5,2,6,4,2,2
19,No,Travel_Rarely,1246,Human Resources,12,1,Life Sciences,1,744,2,Male,45,3,2,Healthcare Representative,4,Married,7554,11723,6,Y,No,14,3,4,80,1,0,6,1,0,0,0,0
30,No,Travel_Rarely,942,Research & Development,18,5,Life Sciences,1,745,4,Female,36,1,2,Research Scientist,3,Single,7135,16590,5,Y,No,11,3,4,80,1,14,1,4,7,1,1,2
28,No,Travel_Rarely,1421,Research & Development,12,2,Medical,1,746,2,Female,37,1,2,Research Scientist,2,Divorced,6661,17638,1,Y,Yes,16,3,1,80,2,13,3,3,8,8,1,3
40,No,Travel_Rarely,789,Research & Development,16,2,Medical,1,747,2,Female,67,3,2,Healthcare Representative,2,Single,8515,14234,2,Y,Yes,18,3,4,80,3,19,3,3,8,4,2,6
33,No,Non-Travel,674,Sales,5,2,Human Resources,1,748,4,Male,83,3,1,Laboratory Technician,1,Single,5122,16011,1,Y,No,18,3,2,80,1,17,6,3,5,5,0,4
48,No,Travel_Rarely,264,Research & Development,20,4,Life Sciences,1,749,1,Female,44,3,1,Sales Executive,2,Single,6635,9889,4,Y,No,18,3,1,80,0,31,0,2,7,1,1,7
28,No,Travel_Rarely,482,Sales,25,3,Medical,1,750,4,Female,79,3,2,Human Resources,4,Married,8811,14016,2,Y,Yes,15,3,2,80,1,13,0,2,6,5,2,6
33,No,Travel_Rarely,308,Research & Development,12,3,Marketing,1,751,1,Female,85,4,1,Research Scientist,4,Married,5930,17415,1,Y,No,20,3,1,80,0,13,2,3,6,6,2,3
25,No,Travel_Rarely,323,Research & Development,21,4,Medical,1,752,1,Male,38,3,5,Research Scientist,1,Married,14581,6744,1,Y,No,16,4,2,80,3,9,2,3,7,3,4,5
21,No,Travel_Frequently,102,Research & Development,25,3,Life Sciences,1,753,2,Male,37,3,2,Manufacturing Director,1,Married,5613,26681,2,Y,Yes,15,3,3,80,2,1,3,4,1,1,1,1
57,No,Travel_Rarely,471,Sales,11,3,Life Sciences,1,754,2,Male,48,3,1,Research Scientist,2,Single,6720,11796,1,Y,No,14,3,2,80,0,40,6,3,10,3,4,5
21,No,Travel_Rarely,710,Sales,9,2,Life Sciences,1,755,1,Female,80,2,2,Sales Representative,1,Divorced,7308,13965,9,Y,No,22,3,4,80,2,3,3,3,3,3,1,3
42,No,Travel_Frequently,215,Research & Development,18,3,Life Sciences,1,756,1,Female,86,2,1,Sales Executive,1,Married,4983,6287,1,Y,No,14,3,3,80,0,27,0,1,11,4,2,5
20,No,Travel_Rarely,1393,Research & Development,25,3,Marketing,1,757,2,Female,97,4,1,Research Scientist,3,Married,5872,3002,8,Y,No,14,4,1,80,0,3,6,4,3,2,3,3
49,No,Travel_Rarely,546,Research & Development,3,3,Life Sciences,1,758,3,Male,60,4,2,Healthcare Representative,2,Married,8991,15589,2,Y,Yes,14,3,2,80,1,32,4,1,6,2,4,6
20,No,Travel_Rarely,1491,Research & Development,20,2,Life Sciences,1,759,1,Male,32,2,5,Research Scientist,4,Single,14199,14922,2,Y,No,24,3,1,80,0,4,4,4,4,4,0,4
44,No,Travel_Frequently,1376,Research & Development,17,3,Medical,1,760,1,Female,72,4,2,Human Resources,3,Single,8046,2084,1,Y,No,16,3,3,80,3,29,5,3,3,3,3,1
46,No,Travel_Rarely,1440,Sales,14,1,Marketing,1,761,1,Female,58,2,1,Manufacturing Director,4,Married,6637,21379,5,Y,No,16,4,4,80,0,27,0,2,9,4,3,7
49,No,Travel_Frequently,514,Human Resources,1,2,Medical,1,762,2,Female,39,3,2,Human Resources,1,Single,8053,15015,5,Y,Yes,15,3,4,80,2,29,6,3,8,3,5,5
36,Yes,Travel_Frequently,1218,Research & Development,17,3,Medical,1,763,4,Female,41,2,1,Sales Executive,1,Single,7171,17373,3,Y,No,22,3,4,80,1,21,2,4,6,5,2,5
38,No,Travel_Rarely,991,Sales,25,4,Life Sciences,1,764,1,Male,75,4,1,Sales Executive,4,Divorced,6653,7156,0,Y,No,21,3,1,80,2,22,2,3,5,4,3,3
22,No,Non-Travel,1147,Research & Development,27,3,Life Sciences,1,765,1,Female,59,2,3,Sales Executive,3,Married,10107,9194,8,Y,No,24,4,4,80,0,2,4,2,2,2,2,2
35,No,Travel_Frequently,762,Sales,8,3,Life Sciences,1,766,1,Female,61,3,5,Manufacturing Director,3,Married,14247,7783,9,Y,No,21,3,4,80,1,17,3,2,3,3,2,3
45,No,Travel_Frequently,1173,Human Resources,5,2,Medical,1,767,4,Male,76,3,1,Human Resources,3,Married,6324,7695,2,Y,No,19,4,1,80,2,30,0,3,7,4,1,3
59,No,Travel_Frequently,817,Sales,5,2,Human Resources,1,768,4,Male,92,2,2,Research Director,1,Divorced,10747,14357,4,Y,Yes,18,4,1,80,1,40,5,2,11,4,2,2
39,No,Travel_Rarely,1458,Research & Development,9,1,Life Sciences,1,769,1,Male,55,3,5,Sales Representative,2,Single,16154,18537,3,Y,No,20,3,3,80,0,20,5,3,5,2,0,5
38,No,Travel_Rarely,1202,Sales,3,3,Medical,1,770,1,Male,32,1,1,Sales Executive,1,Divorced,4798,11653,2,Y,No,16,3,4,80,1,19,3,4,7,6,1,3
23,Yes,Travel_Rarely,1150,Research & Development,19,2,Life Sciences,1,771,3,Female,52,3,1,Laboratory Technician,4,Married,3879,24798,0,Y,Yes,21,3,3,80,3,4,2,4,4,3,2,4
18,No,Travel_Rarely,370,Research & Development,23,2,Medical,1,772,4,Male,79,3,4,Human Resources,3,Single,11138,25068,3,Y,Yes,19,3,2,80,1,0,4,2,0,0,0,0
22,No,Travel_Rarely,661,Research & Development,9,4,Life Sciences,1,773,3,Male,65,3,2,Human Resources,2,Single,6337,4019,7,Y,Yes,15,3,2,80,1,5,3,3,5,2,3,5
58,No,Travel_Frequently,903,Research & Development,22,1,Life Sciences,1,774,1,Male,42,4,1,Healthcare Representative,3,Married,8423,18155,0,Y,Yes,20,3,2,80,2,40,2,2,10,0,0,9
29,No,Travel_Frequently,346,Research & Development,18,3,Marketing,1,775,1,Male,58,3,2,Manager,1,Married,5843,2570,4,Y,No,14,3,2,80,0,9,2,3,7,3,2,5
43,Yes,Travel_Rarely,486,Sales,16,3,Medical,1,776,1,Male,67,1,1,Manager,2,Single,6524,9922,8,Y,Yes,24,4,1,80,3,23,6,3,6,5,4,5
51,No,Travel_Frequently,801,Research & Development,1,3,Medical,1,777,1,Female,34,3,2,Manufacturing Director,2,Married,8106,18200,1,Y,No,16,3,3,80,1,35,5,3,6,2,2,1
31,Yes,Travel_Frequently,658,Sales,2,3,Life Sciences,1,778,2,Male,49,3,3,Sales Executive,1,Married,9270,26724,1,Y,No,14,3,3,80,0,10,2,4,3,3,0,3
43,No,Travel_Rarely,1072,Human Resources,14,3,Life Sciences,1,779,2,Male,43,4,2,Healthcare Representative,3,Married,6892,13769,6,Y,No,18,3,1,80,0,25,3,3,2,2,0,2
44,Yes,Travel_Rarely,1484,Research & Development,14,3,Life Sciences,1,780,2,Male,37,2,2,Sales Executive,3,Divorced,8140,8153,1,Y,No,17,3,2,80,0,26,1,2,11,8,2,3
26,No,Travel_Rarely,1083,Research & Development,1,4,Marketing,1,781,3,Male,77,3,1,Sales Executive,3,Divorced,5848,21075,1,Y,No,15,3,3,80,1,7,4,3,4,4,2,3
43,No,Travel_Frequently,451,Research & Development,26,4,Human Resources,1,782,4,Male,42,4,1,Healthcare Representative,1,Married,6211,26053,2,Y,No,20,3,4,80,1,28,2,1,5,5,1,4
39,No,Travel_Rarely,1379,Sales,26,2,Medical,1,783,1,Male,53,3,1,Healthcare Representative,4,Divorced,4721,12301,2,Y,Yes,16,3,1,80,2,24,3,3,8,1,0,7
47,No,Travel_Rarely,1345,Sales,25,1,Life Sciences,1,784,4,Female,94,3,3,Sales Representative,4,Single,12133,7507,8,Y,No,21,3,1,80,3,31,5,2,7,2,5,5
34,No,Travel_Rarely,852,Sales,16,4,Technical Degree,1,785,2,Female,63,3,2,Research Scientist,3,Single,8765,6869,4,Y,No,17,3,4,80,0,13,0,4,8,2,3,1
43,No,Travel_Frequently,880,Research & Development,15,3,Medical,1,786,1,Male,80,3,1,Manager,2,Married,6083,24233,2,Y,Yes,12,3,2,80,1,22,5,3,8,3,0,5
53,No,Travel_Frequently,1124,Sales,26,3,Medical,1,787,1,Male,32,2,2,Research Scientist,4,Married,10927,17591,3,Y,No,19,3,2,80,1,35,6,3,8,3,2,7
18,Yes,Travel_Rarely,645,Sales,15,3,Life Sciences,1,788,3,Female,87,4,3,Healthcare Representative,3,Married,9657,24351,9,Y,No,17,4,3,80,0,0,4,3,0,0,0,0
25,No,Non-Travel,178,Research & Development,12,2,Marketing,1,789,4,Female,84,2,2,Manufacturing Director,4,Married,7606,5655,1,Y,Yes,18,3,4,80,1,5,0,3,5,5,0,3
52,No,Travel_Frequently,1359,Human Resources,16,3,Medical,1,790,3,Male,71,3,1,Healthcare Representative,3,Single,6077,18347,1,Y,No,24,3,3,80,0,33,0,3,13,3,2,5
32,Yes,Non-Travel,433,Research & Development,14,3,Marketing,1,791,2,Female,50,3,1,Research Scientist,4,Single,5621,25055,9,Y,No,15,3,2,80,0,12,5,3,7,4,4,2
39,No,Non-Travel,988,Research & Development,29,2,Marketing,1,792,4,Female,39,3,1,Research Director,4,Divorced,5853,24053,9,Y,No,13,3,3,80,0,24,3,3,6,4,6,3
31,No,Travel_Frequently,1472,Sales,24,3,Life Sciences,1,793,2,Female,86,3,3,Research Director,2,Divorced,10455,4492,1,Y,No,12,3,4,80,2,13,5,3,9,6,2,2
43,No,Travel_Rarely,1221,Research & Development,15,4,Medical,1,794,3,Male,54,3,2,Manager,2,Married,7952,14304,1,Y,No,12,3,4,80,1,24,1,3,7,5,1,4
45,Yes,Travel_Rarely,1205,Research & Development,23,3,Marketing,1,795,3,Male,85,3,2,Laboratory Technician,4,Married,8762,8512,2,Y,Yes,13,4,4,80,1,24,3,1,6,3,3,3
40,No,Travel_Rarely,601,Sales,15,1,Life Sciences,1,796,1,Male,67,3,3,Manufacturing Director,3,Married,10106,17243,0,Y,No,11,3,2,80,1,24,3,2,8,5,3,4
31,No,Travel_Rarely,864,Sales,19,3,Life Sciences,1,797,4,Female,90,3,5,Sales Executive,2,Single,13322,10774,5,Y,No,11,3,1,80,0,14,4,4,9,1,2,2
41,Yes,Travel_Rarely,1020,Research & Development,8,4,Life Sciences,1,798,4,Female,76,3,1,Human Resources,1,Married,6638,6350,0,Y,No,17,3,1,80,0,20,6,3,9,3,0,3
19,No,Travel_Rarely,649,Research & Development,2,4,Medical,1,799,1,Male,83,4,1,Healthcare Representative,2,Married,2878,24983,0,Y,Yes,20,3,1,80,0,4,6,3,4,4,3,0
43,No,Non-Travel,113,Sales,2,3,Life Sciences,1,800,4,Female,75,3,2,Research Director,4,Married,8585,12882,3,Y,Yes,22,3,3,80,0,27,3,2,10,6,1,3
31,No,Travel_Frequently,491,Research & Development,27,2,Medical,1,801,2,Female,97,3,1,Laboratory Technician,4,Single,5306,6656,9,Y,No,21,3,4,80,3,11,4,2,3,3,0,3
24,No,Travel_Frequently,1470,Research & Development,10,4,Life Sciences,1,802,2,Female,33,3,3,Manufacturing Director,1,Divorced,9741,10511,2,Y,No,18,4,2,80,1,6,2,2,6,6,1,3
20,No,Travel_Rarely,409,Research & Development,3,3,Technical Degree,1,803,3,Female,95,3,4,Manufacturing Director,2,Divorced,11433,22699,2,Y,No,16,3,1,80,0,1,4,3,1,1,1,1
40,No,Travel_Rarely,485,Research & Development,23,1,Life Sciences,1,804,2,Female,72,4,2,Research Director,4,Single,8476,23178,9,Y,No,17,4,1,80,0,25,6,4,11,7,3,6
35,No,Travel_Rarely,1332,Research & Development,17,3,Life Sciences,1,805,4,Male,91,3,1,Human Resources,1,Married,5736,19821,3,Y,No,11,3,3,80,1,20,3,3,8,3,4,7
55,Yes,Travel_Rarely,1480,Research & Development,8,3,Medical,1,806,1,Female,33,2,1,Laboratory Technician,1,Divorced,7547,18415,2,Y,Yes,24,3,3,80,1,37,2,3,10,4,2,3
52,No,Travel_Rarely,1073,Human Resources,28,3,Medical,1,807,3,Female,94,4,2,Sales Representative,3,Single,10606,2714,2,Y,Yes,11,4,1,80,1,34,2,3,8,3,1,8
32,No,Travel_Rarely,1217,Research & Development,23,2,Life Sciences,1,808,1,Male,91,3,3,Human Resources,2,Married,10307,26339,1,Y,No,19,3,4,80,0,12,1,3,4,1,4,1
42,No,Non-Travel,1216,Research & Development,4,3,Life Sciences,1,809,3,Male,31,3,1,Research Scientist,2,Married,5971,17089,3,Y,No,15,3,4,80,1,24,5,4,1,1,1,1
54,Yes,Travel_Rarely,439,Research & Development,14,4,Life Sciences,1,810,3,Female,38,4,1,Manufacturing Director,2,Married,6154,11231,2,Y,No,17,3,3,80,0,35,3,3,9,4,3,2
45,No,Travel_Rarely,696,Research & Development,21,4,Medical,1,811,1,Male,86,3,1,Laboratory Technician,4,Divorced,6508,18792,1,Y,No,16,3,3,80,2,30,0,3,12,2,2,3
27,No,Travel_Rarely,856,Research & Development,10,4,Marketing,1,812,2,Female,74,3,5,Research Director,1,Married,15253,17163,1,Y,No,14,3,4,80,0,6,5,3,6,4,2,4
56,No,Travel_Rarely,1145,Sales,29,5,Medical,1,813,2,Male,47,3,2,Manufacturing Director,3,Single,9386,18008,1,Y,Yes,11,4,3,80,0,38,3,3,6,4,4,2
34,No,Travel_Rarely,390,Human Resources,1,1,Medical,1,814,2,Male,77,3,4,Human Resources,2,Single,13215,9346,3,Y,Yes,14,3,3,80,1,15,0,3,7,1,1,4
56,No,Non-Travel,405,Research & Development,4,3,Marketing,1,815,2,Male,71,3,3,Sales Executive,3,Single,11805,10038,0,Y,No,20,4,4,80,0,37,5,2,6,6,1,5
39,No,Travel_Rarely,733,Research & Development,1,3,Life Sciences,1,816,1,Male,70,2,2,Sales Executive,3,Married,8716,26124,1,Y,No,20,4,4,80,1,19,6,2,8,4,2,4
43,No,Travel_Rarely,1251,Sales,17,4,Human Resources,1,817,4,Female,87,2,1,Manufacturing Director,1,Married,6730,26048,9,Y,Yes,18,3,2,80,0,25,1,4,7,5,1,7
42,No,Travel_Rarely,724,Research & Development,26,2,Marketing,1,818,3,Male,71,3,1,Laboratory Technician,2,Single,6638,23415,4,Y,Yes,23,4,3,80,0,27,3,3,13,3,1,4
34,No,Travel_Rarely,1038,Research & Development,17,5,Life Sciences,1,819,1,Male,64,3,2,Laboratory Technician,3,Married,7874,19511,0,Y,No,22,3,3,80,2,14,5,1,3,1,3,3
30,No,Travel_Rarely,1396,Sales,7,3,Life Sciences,1,820,2,Male,67,2,4,Research Scientist,2,Married,11628,23820,5,Y,Yes,21,3,2,80,0,9,1,3,9,7,0,3
37,No,Travel_Frequently,947,Human Resources,23,4,Life Sciences,1,821,2,Male,96,4,1,Research Scientist,2,Single,5030,10898,0,Y,No,23,3,3,80,0,16,0,3,7,5,4,0
42,No,Travel_Rarely,541,Sales,20,1,Life Sciences,1,822,1,Male,70,3,1,Research Director,2,Married,6396,14031,6,Y,Yes,11,3,3,80,0,26,4,3,6,4,1,3
21,No,Travel_Rarely,602,Sales,15,2,Marketing,1,823,3,Female,79,2,2,Sales Executive,3,Married,8699,13215,6,Y,No,12,3,1,80,2,2,6,1,2,2,1,2
27,No,Travel_Rarely,229,Research & Development,13,4,Medical,1,824,1,Male,74,3,1,Research Director,1,Married,4447,13851,5,Y,No,18,3,1,80,1,9,3,3,7,4,1,4
20,No,Travel_Rarely,1255,Research & Development,28,1,Marketing,1,825,1,Male,48,3,2,Laboratory Technician,1,Married,7024,2782,6,Y,Yes,12,3,1,80,3,4,2,2,4,3,1,4
58,No,Travel_Frequently,696,Research & Development,2,4,Marketing,1,826,4,Male,46,3,1,Research Scientist,3,Married,6755,7300,0,Y,No,21,3,2,80,2,40,2,3,10,5,2,4
35,No,Travel_Rarely,961,Sales,28,1,Medical,1,827,1,Male,94,2,1,Human Resources,4,Divorced,4580,20563,6,Y,No,23,4,3,80,2,16,1,1,4,4,3,4
53,No,Travel_Rarely,692,Human Resources,19,3,Medical,1,828,4,Male,85,2,2,Healthcare Representative,2,Married,8758,25190,1,Y,No,22,3,2,80,1,38,6,3,8,3,3,5
39,No,Travel_Rarely,1098,Sales,24,3,Life Sciences,1,829,3,Male,70,3,2,Healthcare Representative,2,Married,6514,3178,2,Y,No,20,3,2,80,2,21,4,1,17,3,1,2
51,No,Travel_Rarely,424,Sales,13,3,Life Sciences,1,830,1,Female,71,3,2,Manager,1,Married,10222,4406,9,Y,No,19,3,3,80,0,31,2,2,6,5,4,6
25,No,Travel_Rarely,1192,Sales,24,4,Medical,1,831,1,Female,35,3,1,Manufacturing Director,3,Single,2775,15546,3,Y,No,13,3,4,80,2,4,2,2,4,3,4,3
57,No,Travel_Rarely,547,Research & Development,11,3,Life Sciences,1,832,2,Female,98,4,4,Sales Representative,3,Married,14408,21191,9,Y,No,13,3,4,80,2,40,3,2,4,2,2,3
36,No,Travel_Rarely,918,Human Resources,27,2,Life Sciences,1,833,1,Male,69,3,1,Sales Representative,4,Married,4497,14452,0,Y,No,16,3,3,80,1,21,2,3,10,5,3,3
59,Yes,Travel_Frequently,1288,Research & Development,22,1,Technical Degree,1,834,2,Male,70,4,1,Human Resources,4,Single,6572,21148,3,Y,No,13,4,4,80,0,40,6,3,5,5,2,5
58,No,Travel_Rarely,808,Research & Development,15,3,Medical,1,835,2,Male,38,4,2,Manager,1,Married,10801,4724,0,Y,No,19,3,1,80,1,37,6,4,7,4,5,6
54,No,Non-Travel,364,Sales,10,3,Life Sciences,1,836,2,Female,37,4,1,Sales Executive,4,Single,7040,4535,5,Y,Yes,21,3,3,80,1,34,0,3,16,2,1,5
23,No,Travel_Rarely,711,Research & Development,9,4,Medical,1,837,3,Female,73,4,2,Human Resources,4,Married,6127,26788,0,Y,Yes,18,3,2,80,1,6,1,3,6,5,1,4
43,No,Non-Travel,1465,Research & Development,27,3,Marketing,1,838,4,Male,87,4,5,Human Resources,3,Single,15528,12140,1,Y,Yes,14,4,1,80,3,26,6,2,5,3,3,5
51,No,Travel_Frequently,931,Research & Development,28,3,Life Sciences,1,839,2,Male,96,3,2,Healthcare Representative,3,Single,8527,23245,1,Y,No,16,3,2,80,1,36,5,3,10,3,2,4
23,No,Travel_Rarely,1401,Sales,9,3,Life Sciences,1,840,1,Female,42,3,2,Sales Representative,4,Divorced,6865,24684,6,Y,No,18,3,4,80,0,6,2,2,6,3,1,4
54,No,Travel_Frequently,773,Research & Development,20,1,Human Resources,1,841,1,Female,48,3,2,Sales Executive,1,Divorced,9518,26240,1,Y,No,14,3,3,80,1,36,3,3,10,4,0,3
50,No,Travel_Rarely,256,Research & Development,28,3,Life Sciences,1,842,2,Female,78,4,1,Manufacturing Director,4,Single,8076,21530,7,Y,Yes,23,3,1,80,1,34,5,3,7,2,2,3
39,No,Non-Travel,350,Research & Development,1,5,Life Sciences,1,843,2,Female,59,3,2,Manufacturing Director,1,Married,6646,24962,1,Y,Yes,15,3,3,80,2,19,0,3,4,4,2,3
38,Yes,Travel_Rarely,977,Research & Development,17,4,Medical,1,844,1,Female,95,2,1,Healthcare Representative,4,Single,5572,3201,0,Y,No,17,3,1,80,1,20,5,3,4,3,4,4
23,No,Travel_Rarely,629,Sales,12,3,Marketing,1,845,2,Male,88,2,5,Manager,3,Married,14147,12011,2,Y,No,18,3,1,80,0,5,2,4,5,4,4,5
23,No,Travel_Rarely,426,Research & Development,10,3,Life Sciences,1,846,4,Female,82,3,1,Manufacturing Director,3,Married,5157,4889,9,Y,Yes,17,3,1,80,0,8,1,2,6,3,3,2
21,No,Non-Travel,1060,Sales,5,4,Life Sciences,1,847,4,Female,81,3,2,Manager,1,Single,7023,19028,1,Y,No,18,3,3,80,0,1,1,1,1,1,1,1
47,Yes,Travel_Rarely,994,Research & Development,29,3,Life Sciences,1,848,3,Female,60,3,4,Sales Representative,4,Married,14292,12551,1,Y,No,14,3,1,80,0,29,6,3,5,5,5,5
28,Yes,Travel_Rarely,196,Research & Development,18,1,Other,1,849,2,Male,44,3,3,Laboratory Technician,4,Single,10076,24335,6,Y,No,11,3,1,80,2,13,1,4,5,5,1,4
47,No,Travel_Frequently,612,Sales,15,1,Life Sciences,1,850,3,Male,49,3,5,Human Resources,1,Single,15574,22606,1,Y,No,16,3,3,80,0,31,2,3,6,3,3,5
48,Yes,Travel_Frequently,315,Human Resources,6,3,Medical,1,851,3,Male,34,1,2,Research Director,4,Married,9869,14664,6,Y,No,15,4,2,80,0,28,0,2,6,1,1,2
